sosa-description_en,sosa-description_fr,commodity-description_en,commodity-description_fr,commodity,supplier-standardized-name,supplier-legal-name,supplier-operating-name,end-user-entity_en,end-user-entity_fr,award-date,expiry-date,delivery-point-code,delivery-point_en,delivery-point_fr,agreement-type_en,agreement-type_fr,agreement-number,date-file-published
"Professional Services (Professional Services). Legacy agreement: ERNST & YOUNG LLP (EP021-192296/091/FK).","Professional Services (Services professionnels). Ancien accord : ERNST & YOUNG LLP (EP021-192296/091/FK).","Real estate services","Services immobiliers",80130000,"ERNST & YOUNG LLP","Ernst & Young LLP",,"Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada",2020-06-05,2026-03-31,CA,Canada,Canada,SA,AMA,CW2254405,"2026-03-12 22:50:06"
"Professional Services (Professional Services). Legacy agreement: DE STECHER APPRAISALS LTD (EP021-192296/092/FK).","Professional Services (Services professionnels). Ancien accord : DE STECHER APPRAISALS LTD (EP021-192296/092/FK).","Real estate services","Services immobiliers",80130000,"DE STECHER APPRAISALS LTD","de Stecher Appraisals Ltd.",,"Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada",2020-06-05,2026-03-31,CA,Canada,Canada,SA,AMA,CW2254408,"2026-03-12 22:50:06"
"Services Professionnels (Professional Services). Legacy agreement: LB EVALUATION (EP021-192296/093/FK).","Services Professionnels (Services professionnels). Ancien accord : LB EVALUATION (EP021-192296/093/FK).","Real estate services","Services immobiliers",80130000,"PATRICK LANIEL","Patrick Laniel",,"Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada",2020-06-05,2026-03-31,CA,Canada,Canada,SA,AMA,CW2254411,"2026-03-12 22:50:06"
"Professional Services (Professional Services). Legacy agreement: DERICO EXPERTS-CONSEILS (EP021-192296/094/FK).","Professional Services (Services professionnels). Ancien accord : DERICO EXPERTS-CONSEILS (EP021-192296/094/FK).","Real estate services","Services immobiliers",80130000,"DERICO EXPERTS-CONSEILS SENC","DeRico Experts-Conseils S.E.N.C.",,"Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada",2020-12-16,2026-03-31,RCN-NCR,"National Capital Region","Région de la capitale nationale",SA,AMA,CW2254414,"2026-03-12 22:50:06"
"Professional Services (Professional Services). Legacy agreement: CUNNINGHAM & RIVARD APPRAISALS LTD (EP021-192296/095/FK).","Professional Services (Services professionnels). Ancien accord : CUNNINGHAM & RIVARD APPRAISALS LTD (EP021-192296/095/FK).","Real estate services","Services immobiliers",80130000,"CUNNINGHAM & RIVARD APPRAISALS (NANAIMO) LTD","Cunningham & Rivard Appraisals (Nanaimo) Ltd",,"Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada",2021-07-15,2026-03-31,CA,Canada,Canada,SA,AMA,CW2254417,"2026-03-12 22:50:06"
"Professional Services (Professional Services). Legacy agreement: GLEN COWAN & ASSOCIATES REAL PROPERTY APPRAISALS LTD (EP021-192296/096/FK).","Professional Services (Services professionnels). Ancien accord : GLEN COWAN & ASSOCIATES REAL PROPERTY APPRAISALS LTD (EP021-192296/096/FK).","Real estate services","Services immobiliers",80130000,"GLEN COWAN & ASSOCIATES REAL PROPERTY APPRAISALS LTD","Glen Cowan & Associates Real Property Appraisals Ltd.",,"Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada",2021-07-15,2026-03-31,CA,Canada,Canada,SA,AMA,CW2254420,"2026-03-12 22:50:06"
"Professional Services (Professional Services). Legacy agreement: VALUE CONNECT (EP021-192296/097/FK).","Professional Services (Services professionnels). Ancien accord : VALUE CONNECT (EP021-192296/097/FK).","Real estate services","Services immobiliers",80130000,"VALUE CONNECT INC","Value Connect Inc.",,"Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada",2021-07-15,2026-03-31,CA,Canada,Canada,SA,AMA,CW2254423,"2026-03-12 22:50:06"
"Professional Services (Professional Services). Legacy agreement: AVISON YOUNG VALUATION AND ADVISORY SERVICES (EP021-192296/098/FK).","Professional Services (Services professionnels). Ancien accord : AVISON YOUNG VALUATION AND ADVISORY SERVICES (EP021-192296/098/FK).","Real estate services","Services immobiliers",80130000,"AVISON YOUNG VALUATION & ADVISORY","AVISON YOUNG VALUATION & ADVISORY",,"Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada",2021-07-15,2026-03-31,CA,Canada,Canada,SA,AMA,CW2254426,"2026-03-12 22:50:06"
"Professional Services (Professional Services). Legacy agreement: CARMICHAEL WILSON PROPERTY CONSULTANTS LTD (EP021-192296/100/FK).","Professional Services (Services professionnels). Ancien accord : CARMICHAEL WILSON PROPERTY CONSULTANTS LTD (EP021-192296/100/FK).","Real estate services","Services immobiliers",80130000,"CWPC PROPERTY CONSULTANTS LTD","CWPC Property Consultants Ltd.",,"Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada",2022-11-10,2026-03-31,CA,Canada,Canada,SA,AMA,CW2254432,"2026-03-12 22:50:06"
"Professional Services (Professional Services). Legacy agreement: LAND ETHIC CONSULTING LTD (EP021-192296/101/FK).","Professional Services (Services professionnels). Ancien accord : LAND ETHIC CONSULTING LTD (EP021-192296/101/FK).","Real estate services","Services immobiliers",80130000,"LAND ETHIC CONSULTING LTD","Land Ethic Consulting Ltd.",,"Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada",2022-11-10,2026-03-31,CA,Canada,Canada,SA,AMA,CW2254435,"2026-03-12 22:50:06"
"AMEND 000 -  47419-231262 - Contraband Field Inspection Kit - Campbell Harris","MODIF 000 -  47419-231262 - Trousse d'inspection sur le terrain contrebande - Campbell Harris","Security and control equipment","Équipements de sécurité et de contrôle",46151600,"CAMPBELL/HARRIS SECURITY EQUIPMENT COMPANY","Campbell/Harris Security Equipment Company",,"Canada Border Services Agency","Agence des services frontaliers du Canada",2023-02-24,2028-03-31,CA,Canada,Canada,NISO,OCIN,CW2267657,"2026-03-12 22:50:06"
"PR7315 47064-245028 XRAY Parts","PR7315 47064-245028 pièces de radiographie","X ray baggage inspection system","Système d'inspection des bagages par rayons X",46171624,"SMITHS DETECTION MONTREAL INC","Smiths Detection Montreal Inc",,"Canada Border Services Agency","Agence des services frontaliers du Canada",2023-03-01,2033-02-28,CA,Canada,Canada,NISO,OCIN,CW2273947,"2026-03-12 22:50:06"
"31034-236433 - Correlator Support","31034-236433 -Prise en Charge du Corrélateur","Professional engineering services","Services d'ingénierie professionnelle",81100000,"MDA SYSTEMS LTD","MDA Systems Ltd.",,"National Research Council Canada","Conseil national de recherches du Canada",2023-10-27,2026-10-29,CA-BC,"British Columbia",Colombie-Britannique,DISO,OCIM,CW2303101,"2026-03-12 22:50:06"
"31034-236433 - Correlator Support","31034-236433 -Prise en Charge du Corrélateur","Professional engineering services","Services d'ingénierie professionnelle",81100000,"MDA SYSTEMS LTD","MDA Systems Ltd.",,"National Research Council Canada","Conseil national de recherches du Canada",2023-10-27,2026-10-29,E-F,Foreign,"À l'étranger",DISO,OCIM,CW2303101,"2026-03-12 22:50:06"
"Professional Services (Professional Services). Legacy agreement: MUSSO APPRAISALS INC (EP021-192296/104/FK).","Professional Services (Services professionnels). Ancien accord : MUSSO APPRAISALS INC (EP021-192296/104/FK).","Real estate services","Services immobiliers",80130000,"MUSSO APPRAISALS INC","Musso Appraisals Inc",,"Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada",2023-06-23,2026-03-31,CA-ON,Ontario,Ontario,SA,AMA,CW2322237,"2026-03-12 22:50:06"
"Professional Services (Professional Services). Legacy agreement: VALOREM (EP021-192296/108/FK).","Professional Services (Services professionnels). Ancien accord : VALOREM (EP021-192296/108/FK).","Real estate services","Services immobiliers",80130000,"GH VALOREM GROUP INC","GH VALOREM GROUP INC",,"Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada",2023-06-23,2026-03-31,CA-ON,Ontario,Ontario,SA,AMA,CW2322249,"2026-03-12 22:50:06"
"Professional Services (Professional Services). Legacy agreement: VALOREM (EP021-192296/108/FK).","Professional Services (Services professionnels). Ancien accord : VALOREM (EP021-192296/108/FK).","Real estate services","Services immobiliers",80130000,"GH VALOREM GROUP INC","GH VALOREM GROUP INC",,"Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada",2023-06-23,2026-03-31,CA-QC,Quebec,Québec,SA,AMA,CW2322249,"2026-03-12 22:50:06"
"Professional Services (Professional Services). Legacy agreement: VALUES DEFINED REAL ESTATE VALUATION SERVICES INC (EP021-192296/109/FK).","Professional Services (Services professionnels). Ancien accord : VALUES DEFINED REAL ESTATE VALUATION SERVICES INC (EP021-192296/109/FK).","Real estate services","Services immobiliers",80130000,"VALUES DEFINED REAL ESTATE VALUATION SERVICES","Values Defined Real Estate Valuation Services",,"Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada",2023-06-23,2026-03-31,CA-BC,"British Columbia",Colombie-Britannique,SA,AMA,CW2322255,"2026-03-12 22:50:06"
"Professional Services (Professional Services). Legacy agreement: PV REALTY ADVISORS INC (EP021-192296/105/FK).","Professional Services (Services professionnels). Ancien accord : PV REALTY ADVISORS INC (EP021-192296/105/FK).","Real estate services","Services immobiliers",80130000,"PV REALTY ADVISORS INC","PV REALTY ADVISORS INC.",,"Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada",2023-06-23,2026-03-31,CA-ON,Ontario,Ontario,SA,AMA,CW2322264,"2026-03-12 22:50:06"
"Professional Services (Professional Services). Legacy agreement: RELIANCE APPRAISAL CONSULTANTS LTD (EP021-192296/106/FK).","Professional Services (Services professionnels). Ancien accord : RELIANCE APPRAISAL CONSULTANTS LTD (EP021-192296/106/FK).","Real estate services","Services immobiliers",80130000,"RELIANCE APPRAISAL CONSULTANTS LTD","Reliance Appraisal Consultants Ltd.",,"Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada",2023-06-23,2026-03-31,CA-AB,Alberta,Alberta,SA,AMA,CW2322278,"2026-03-12 22:50:06"
"Professional Services (Professional Services). Legacy agreement: SW IRVINE & ASSOCIATES (EP021-192296/107/FK).","Professional Services (Services professionnels). Ancien accord : SW IRVINE & ASSOCIATES (EP021-192296/107/FK).","Real estate services","Services immobiliers",80130000,"SW IRVINE & ASSOCIATES (2015) INC","S.W. Irvine & Associates (2015) Inc.",,"Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada",2023-06-23,2026-03-31,CA-AB,Alberta,Alberta,SA,AMA,CW2322287,"2026-03-12 22:50:06"
"EZ011-240345 General Labour with Genie Operation, Alaska Highway, B.C.","EZ011-240345 Manoeuvre et operateur, route de l'Alaska, C.-B.","Safety signs, Traffic signs, Landscaping services, Snow removal services, Highway and road sign or guardrail construction and repair service, Highway and road maintenance service","Panneaux de sécurité, Panneaux routiers, Services de paysager, Entretien ou réparations ou services pour places de parking ou routes, Service de construction et de réparation de panneaux routiers ou de glissières de sécurité, Service d'entretien des route","55121704, 55121710, 72102902, 72102903, 72141002, 72141003","TWISTEDONEOFFS CONTRACTING LTD","TWISTEDONEOFFS CONTRACTING LTD",,"Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada",2023-08-28,2026-08-31,CA,Canada,Canada,RISO,OCIR,CW2324469,"2026-03-12 22:50:06"
"EZ011-240345 General Labour with Genie Operation, Alaska Highway, B.C.","EZ011-240345 Manoeuvre et operateur, route de l'Alaska, C.-B.","Safety signs, Traffic signs, Landscaping services, Snow removal services, Highway and road sign or guardrail construction and repair service, Highway and road maintenance service","Panneaux de sécurité, Panneaux routiers, Services de paysager, Entretien ou réparations ou services pour places de parking ou routes, Service de construction et de réparation de panneaux routiers ou de glissières de sécurité, Service d'entretien des route","55121704, 55121710, 72102902, 72102903, 72141002, 72141003","TWISTEDONEOFFS CONTRACTING LTD","TWISTEDONEOFFS CONTRACTING LTD",,"Public Works and Government Services Canada","Travaux publics et Services gouvernementaux Canada",2023-08-28,2026-08-31,CA-BC,"British Columbia",Colombie-Britannique,RISO,OCIR,CW2324469,"2026-03-12 22:50:06"
"Small Vessel Navigation Equipment (Instruments and Laboratory Equipment). Legacy agreement: MACKAY MARINE CANADA (F7048-180128/001/QF).","Small Vessel Navigation Equipment (Équipement et instruments de laboratoire). Ancien accord : MACKAY MARINE CANADA (F7048-180128/001/QF).","Training ship, Computer workstation, Computer displays","Navire-école, Poste de travail informatisé, Écrans","25111533, 43211515, 43211900","MACKAY COMMUNICATIONS CANADA","Mackay Communications Canada",,"Canadian Coast Guard","Garde côtière canadienne",2022-03-11,2026-03-11,CA,Canada,Canada,NISO,OCIN,CW2361557,"2026-03-12 22:50:06"
"Les Services EXP STREAM 1 SO 002","Les Services EXP STREAM 1 SO 002","Environmental reporting services, Environmental impact assessment, Ecology advisory services, Environmental management, Environmental planning","Services de production de rapports environnementaux, Evaluation de l'impact sur l'environnement, Services de conseil en écologie, Gestion environnementale, Planification de l'environnement","77102000, 77101500, 77101707, 77100000, 77101600","EXP SERVICES INC/LES SERVICES EXP INC","Exp Services Inc./Les Services Exp Inc.",,"Office of Infrastructure of Canada","Bureau de l'infrastructure du Canada",2024-11-01,2028-10-31,CA,Canada,Canada,NISO,OCIN,CW2385187,"2026-03-12 22:50:06"
"WSP STREAM 1 SO 003","WSP STREAM 1 SO 003","Ecology advisory services, Environmental impact assessment, Environmental management, Environmental reporting services, Environmental planning","Services de conseil en écologie, Evaluation de l'impact sur l'environnement, Gestion environnementale, Services de production de rapports environnementaux, Planification de l'environnement","77101707, 77101500, 77100000, 77102000, 77101600","WSP CANADA INC","WSP Canada Inc.",,"Office of Infrastructure of Canada","Bureau de l'infrastructure du Canada",2024-11-01,2028-10-31,RCN-NCR,"National Capital Region","Région de la capitale nationale",NISO,OCIN,CW2385192,"2026-03-12 22:50:06"
"Eastpoint STREAM 2 SO 001","Eastpoint STREAM 2 SO 001","Environmental impact assessment, Environmental reporting services, Ecology advisory services, Environmental planning, Environmental management","Evaluation de l'impact sur l'environnement, Services de production de rapports environnementaux, Services de conseil en écologie, Planification de l'environnement, Gestion environnementale","77101500, 77102000, 77101707, 77101600, 77100000","EASTPOINT ENGINEERING LIMITED","EASTPOINT ENGINEERING LIMITED",,"Office of Infrastructure of Canada","Bureau de l'infrastructure du Canada",2024-11-01,2028-10-31,RCN-NCR,"National Capital Region","Région de la capitale nationale",NISO,OCIN,CW2385194,"2026-03-12 22:50:06"
"J.L Richards STREAM 2 SO 002","J.L Richards STREAM 2 SO 002","Environmental management, Environmental planning, Environmental reporting services, Ecology advisory services, Environmental impact assessment","Gestion environnementale, Planification de l'environnement, Services de production de rapports environnementaux, Services de conseil en écologie, Evaluation de l'impact sur l'environnement","77100000, 77101600, 77102000, 77101707, 77101500","JL RICHARDS & ASSOCIATES LIMITED","J.L. Richards & Associates Limited",,"Office of Infrastructure of Canada","Bureau de l'infrastructure du Canada",2024-11-01,2028-10-31,RCN-NCR,"National Capital Region","Région de la capitale nationale",NISO,OCIN,CW2385196,"2026-03-12 22:50:06"
